Entity,Code,Year,Oil consumption - TWh,Country name,Population,Population of children under the age of 1,Population of children under the age of 5,Population of children under the age of 15,Population under the age of 25,Population aged 15 to 64 years,Population older than 15 years,Population older than 18 years,Population at age 1,Population aged 1 to 4 years,Population aged 5 to 9 years,Population aged 10 to 14 years,Population aged 15 to 19 years,Population aged 20 to 29 years,Population aged 30 to 39 years,Population aged 40 to 49 years,Population aged 50 to 59 years,Population aged 60 to 69 years,Population aged 70 to 79 years,Population aged 80 to 89 years,Population aged 90 to 99 years,Population older than 100 years,Oil consumption per capita - TWh,Cluster
Peru,PER,2006,81.61111,Peru,28381080,620279,3016610,8910365,14459773,17716946,19469090,17715974,610578,2396331,2940616,2953139,2888823,5054683,4022407,2964516,2070133,1304136,779618,324227,60548,1625,2.88E-06,2
Philippines,PHL,2006,160.08258,Philippines,87901830,2284198,11043803,31810576,48672824,52547580,56090220,50475556,2231656,8759605,10662664,10104108,9045081,15010146,11888641,8972406,5832990,3193570,1576463,501717,69205,1041,1.82E-06,2
Poland,POL,2006,291.54767,Poland,38547180,378640,1822797,6173691,12273071,27274292,32371712,30717092,366221,1444157,1969187,2381707,2827020,6448297,5296901,5508912,5649520,3068600,2520710,941074,110678,1778,7.56E-06,2
Portugal,PRT,2006,169.28253,Portugal,10543946,107016,546461,1662967,2915607,7023096,8880065,8532789,108347,439445,557879,558627,583417,1448005,1598470,1511314,1320352,1085147,878041,398300,57019,914,1.61E-05,0
Qatar,QAT,2006,56.683662,Qatar,1015064,14081,66224,183011,354460,821031,832053,801258,13427,52143,61517,55270,56056,264479,255348,164207,69903,16131,4803,1021,105,0,5.58E-05,1
Romania,ROU,2006,121.61437,Romania,20909406,212208,1051771,3304214,6335974,14482105,17605044,16723656,210385,839563,1101977,1150466,1536158,3177202,3426372,2580788,2799499,2000312,1560382,490124,34208,148,5.82E-06,2
Russia,RUS,2006,1569.5914,Russia,143338670,1459556,7160291,21409362,45244616,101890610,121924936,115300910,1465398,5700735,6519206,7729865,11595324,23340616,19917318,22804780,19797784,12083074,9222611,2851759,311667,4375,1.10E-05,0
Saudi Arabia,SAU,2006,1202.0599,Saudi Arabia,25382870,562295,2801950,8352255,12925128,16413926,17030544,15586375,551814,2239655,2875380,2674925,2345066,4912834,5049365,2846812,993360,487246,291381,96245,8234,72,4.74E-05,1
Singapore,SGP,2006,507.91284,Singapore,4486581,43612,216547,760158,1390579,3412328,3726155,3534295,41497,172935,250467,293144,320514,644515,798147,853910,627489,277137,145584,49809,9050,268,0.000113207,5
Slovakia,SVK,2006,42.981777,Slovakia,5377239,53897,262114,883615,1727264,3855360,4493475,4256828,53827,208217,280456,341045,402096,906860,796385,774374,735366,439315,305949,121156,11974,149,7.99E-06,2
Slovenia,SVN,2006,31.764381,Slovenia,2013577,19445,92266,284898,549930,1416841,1728587,1657531,18781,72821,92099,100533,123932,297984,298270,310233,286035,196317,152336,56246,7234,92,1.58E-05,0
South Africa,ZAF,2006,304.0121,South Africa,49491764,1049657,4787040,14918651,26211676,32331022,34572130,31037190,995390,3737383,4689934,5441677,5948041,9394389,7107461,5220878,3471924,2011556,997118,372543,48218,984,6.14E-06,2
South Korea,KOR,2006,1258.5533,South Korea,48049348,435502,2372669,8998516,15852623,34498500,39048830,37125070,449476,1937167,3134637,3491210,3177364,7542267,8355853,8182916,5339672,3628748,2118721,626401,76890,2000,2.62E-05,6
Spain,ESP,2006,920.4873,Spain,44422824,475329,2291081,6452873,11633446,30578318,37964424,36617240,467586,1815752,2075912,2085880,2306203,6612579,7635826,6665391,5156805,4047537,3577597,1689987,272498,5529,2.07E-05,6
Sri Lanka,LKA,2006,52.58453,Sri Lanka,19870706,363291,1778775,5132125,8506307,13299704,14737835,13744541,357858,1415484,1663242,1690108,1645737,3465679,2935327,2596330,1964838,1204339,651813,242280,31492,746,2.65E-06,2
Sweden,SWE,2006,205.53517,Sweden,9104724,104122,504889,1559116,2708423,5971640,7544309,7167603,102595,400767,470956,583271,608016,1090633,1248691,1232629,1201965,1016564,658881,413674,73256,1299,2.26E-05,6
Switzerland,CHE,2006,151.99466,Switzerland,7475014,72810,365601,1188244,2076563,5091346,6285792,6016662,73023,292791,392284,430359,443999,913933,1116869,1207013,980051,761384,531498,279550,51495,978,2.03E-05,6
Taiwan,TWN,2006,563.4888,Taiwan,22874972,216296,1165519,4248774,7737217,16456936,18624980,17674952,223091,949223,1474761,1608494,1606815,3936610,3682587,3711529,2701125,1522408,1009721,401921,52263,1218,2.46E-05,6
Thailand,THA,2006,538.4671,Thailand,66319530,824324,4152500,13850250,24335994,47265660,52461556,49382064,819936,3328176,4633309,5064441,5139354,10432536,10699929,11049227,7653200,4292002,2380184,690031,125092,7724,8.12E-06,2
Trinidad and Tobago,TTO,2006,21.98621,Trinidad and Tobago,1376932,20154,98599,299096,569662,996301,1077795,1005437,19782,78445,96102,104395,126890,270889,202681,204340,147485,74263,36724,12865,1658,41,1.60E-05,0
Turkey,TUR,2006,382.60815,Turkey,69601330,1282513,6343399,19729138,32660236,45739736,49870584,45954050,1259901,5060886,6764218,6621521,6524154,12540662,10821951,8244614,5685075,3473426,1913770,599045,67886,1609,5.50E-06,2
Turkmenistan,TKM,2006,58.526356,Turkmenistan,4954032,106790,505435,1594299,2672635,3145241,3359726,3004144,102575,398645,514904,573960,584504,895527,684063,584582,323320,159241,102603,24320,1566,7,1.18E-05,0
Ukraine,UKR,2006,174.57892,Ukraine,46592550,439648,2047347,6685419,14002533,32337042,39905572,37922036,422223,1607699,2021541,2616531,3483313,7282245,6467498,7047924,6152915,4819768,3365677,1170945,115288,1561,3.75E-06,2
United Arab Emirates,ARE,2006,315.25778,United Arab Emirates,4898956,64778,304419,869229,1913534,3998827,4029717,3833326,61151,239641,285238,279572,371584,1548503,1315880,555069,183249,37551,12357,4866,658,10,6.44E-05,1
United Kingdom,GBR,2006,992.4421,United Kingdom,60803700,728888,3501388,10882201,18825412,40286476,49912384,47515964,714900,2772500,3553006,3827807,3978939,7911237,8696614,8832326,7587130,5980265,4294394,2232911,398567,9114,1.63E-05,0
United States,USA,2006,11070.909,United States,299753100,4103653.8,20199530,61208056,104094540,201309500,238503980,225258720,4027615,16095876,19746692,21261834,21854152,41336692,41041060,45104730,38414204,24246760,16588600,8416678,1501117,41053,3.69E-05,4
Uzbekistan,UZB,2006,66.48726,Uzbekistan,26926824,543519,2618441,8521229,14389253,17092282,18405554,16506148,525492,2074922,2729973,3172815,3133295,5018432,3716841,3022473,1726073,971663,664001,144605,8170,41,2.47E-06,2
Venezuela,VEN,2006,365.34177,Venezuela,27102084,588553,2903607,8504157,13692127,17174376,18597850,16956896,583801,2315054,2828530,2772020,2706392,4758527,3862176,3098176,2056321,1223915,669867,209494,12982,77,1.35E-05,0
Vietnam,VNM,2006,148.50978,Vietnam,83951800,1414986,7109273,22354948,38994796,56204270,61594020,56430200,1431429,5694287,6973193,8272481,8504375,15734694,12692924,10521194,6863313,3530667,2601582,1005660,139611,2832,1.77E-06,2
Algeria,DZA,2007,156.39,Algeria,33983836,732910,3317484,9572369,17040092,22796546,24411232,22222398,693143,2584574,2898078,3356807,3693151,7180766,5272198,3629379,2329001,1288267,784646,215198,18627,233,4.60E-06,0
Argentina,ARG,2007,312.6087,Argentina,39876116,708678,3503468,10548629,17238670,25253210,29324984,27240766,706048,2794790,3495882,3549279,3428206,6472933,5447457,4480529,3856132,2839586,1842773,824418,132950,2502,7.84E-06,0
Australia,AUS,2007,506.2703,Australia,20830832,281403,1337273,4048191,6954124,14051772,16780430,15930848,271020,1055870,1328011,1382907,1420634,2921398,3011885,3013910,2631968,1852479,1187953,634726,105477,2210,2.43E-05,1
Austria,AUT,2007,154.65794,Austria,8294720,76586,397712,1286254,2304794,5597984,7007659,6708273,79404,321126,414517,474025,497868,1054367,1213020,1363178,1037319,891329,576343,329612,44623,807,1.86E-05,1
Azerbaijan,AZE,2007,56.478565,Azerbaijan,8878408,161196,720338,2217823,4057489,6110342,6660546,6094740,151017,559142,667634,829851,948161,1645057,1311174,1332974,724492,351859,282449,59998,4382,39,6.36E-06,0
Bangladesh,BGD,2007,44.304432,Bangladesh,144135940,3357599,17053340,49792760,79116456,88216600,94342960,85094776,3366084,13695741,16922736,15816684,15242278,26557080,20044032,13939791,9319663,5508618,2846619,820498,64385,212,3.07E-07,0
Belarus,BLR,2007,91.831825,Belarus,9825990,100481,473628,1454215,2989374,6895191,8371439,7965921,95996,373147,461944,518643,718054,1576406,1364744,1507835,1343709,829039,754239,255982,21431,336,9.35E-06,0
Belgium,BEL,2007,392.62915,Belgium,10653698,123448,599715,1806330,3097647,7031500,8846036,8455037,122206,476267,592424,614191,647588,1329406,1457612,1615231,1410177,1038440,855818,433077,58687,1332,3.69E-05,6
Brazil,BRA,2007,1183.2921,Brazil,190779460,3096576,15793420,49942932,85300136,128555110,140835620,130439170,3140876,12696844,16919544,17229966,17464634,34854280,28829184,24461570,17184894,10382852,5776152,1761337,120711,910,6.20E-06,0
Bulgaria,BGR,2007,58.88495,Bulgaria,7719035,76523,364078,1042744,2057076,5296157,6675984,6399689,74251,287555,326835,351831,485064,1076898,1116635,1036185,1100988,876407,683417,272588,27802,307,7.63E-06,0
Canada,CAN,2007,1290.1234,Canada,32862458,359459,1757107,5626770,10118248,22847152,27231342,25886832,351486,1397648,1804722,2064941,2231647,4486672,4495176,5349236,4572956,2998642,1942178,983844,170991,4345,3.93E-05,6
Chile,CHL,2007,200.30362,Chile,16495543,232039,1156264,3770339,6557205,11202021,12725042,11855999,228648,924225,1237833,1376242,1437343,2634940,2504356,2286475,1737512,1078617,718022,297137,30640,162,1.21E-05,4
China,CHN,2007,4313.5674,China,1321513200,16842656,81186270,252685180,485004580,961006300,1068819100,998684200,16462332,64343612,81071880,90427030,120192800,210535280,234357310,195349120,154702620,83132330,52135990,16971346,1442266,8976,3.26E-06,0
Colombia,COL,2007,153.0895,Colombia,43306590,778465,4005364,12545248,20711454,28438768,30761048,28196662,789155,3226899,4217541,4322343,4222670,7556639,6278198,5553028,3650126,2038820,1074300,358168,29098,295,3.54E-06,0
Croatia,HRV,2007,55.770203,Croatia,4405542,43101,211900,689182,1249256,2937683,3716070,3561062,43352,168799,227714,249568,264395,604583,583677,636041,624587,462309,391538,134881,14059,290,1.27E-05,4
Cyprus,CYP,2007,34.647247,Cyprus,1073875,12432,61310,200227,389555,759663,873596,820399,12310,48878,63926,74991,91406,193216,162263,146877,118301,85487,51529,21349,3168,52,3.23E-05,6
Czechia,CZE,2007,116.69226,Czechia,10337831,110395,503813,1475904,2826476,7364783,8861569,8474956,104350,393418,451359,520732,653557,1513067,1643937,1355104,1534795,1127410,692934,312508,28257,358,1.13E-05,4
Denmark,DNK,2007,106.56479,Denmark,5479722,65100,326483,1013818,1646903,3620526,4465147,4262895,65430,261383,335319,352016,329649,628441,764931,805099,723340,629924,358844,189714,35205,757,1.94E-05,1
Ecuador,ECU,2007,102.50297,Ecuador,14251838,316375,1563889,4620170,7397933,8845796,9631236,8755254,313500,1247514,1546511,1509770,1443447,2516010,1961942,1503568,1062809,634707,352136,135599,21018,432,7.19E-06,0
Egypt,EGY,2007,364.28705,Egypt,82218760,2069120.1,9885389,27802588,44757976,50955600,54415856,49207480,2008672,7816269,9170397,8746802,8712694,15376913,11107129,8382588,5600332,2991121,1732850,476845,35384,314,4.43E-06,0
Estonia,EST,2007,18.683674,Estonia,1340576,15276,70269,199141,394404,908693,1141335,1086564,14581,54993,61513,67359,96215,193091,187387,186690,179930,139921,110270,42818,5013,100,1.39E-05,4
Finland,FIN,2007,123.89983,Finland,5288694,58853,289879,897868,1556119,3518828,4390383,4190407,58578,231026,287734,320255,328618,662464,650044,749576,796664,587626,390810,195367,29214,443,2.34E-05,1
France,FRA,2007,1078.2172,France,61329380,759403,3751910,11190339,18928086,39941384,50125344,47783624,754450,2992507,3769647,3668782,3916308,7686968,8336633,8553796,8276340,5652649,4682187,2591438,429023,13698,1.76E-05,4
Germany,DEU,2007,1319.4586,Germany,81183830,673270,3474394,11343770,20747736,53648772,69829900,67124780,678687,2801124,3862857,4006519,4631604,9654471,10706476,13641593,10788653,9577380,7077244,3266928,485559,10151,1.63E-05,4
Greece,GRC,2007,263.44052,Greece,11091491,109102,533546,1592164,2894444,7430238,9497470,9165027,107389,424444,531325,527293,584980,1567782,1718394,1595491,1377878,1135492,1035925,420204,61324,1857,2.38E-05,1
Hong Kong,HKG,2007,191.26967,Hong Kong,7001452,54135,232628,944600,1875446,5164457,6055435,5787811,45321,178493,297682,414290,450354,1004569,1126413,1309206,1000274,512325,430158,188429,33707,1417,2.73E-05,1
Hungary,HUN,2007,91.20208,Hungary,10041171,97571,482859,1519257,2798899,6922173,8521443,8148201,98347,385288,482948,553450,621744,1430357,1555566,1261165,1485457,1061230,753395,320949,31580,471,9.08E-06,0
Iceland,ISL,2007,10.291719,Iceland,311859,4513,21792,65771,111253,210073,246053,231939,4433,17279,21294,22685,23363,45988,44285,45360,37508,23233,16558,8432,1326,35,3.30E-05,6
India,IND,2007,1622.9005,India,1189691800,26017712,130256450,383911550,613581950,747505100,805766700,733779650,25816434,104238740,129208520,124446584,118814984,209415840,166957470,130543100,92512620,52182120,26952148,7631906,756488,13566,1.36E-06,0
Indonesia,IDN,2007,729.2266,Indonesia,234858290,4738892,22791540,66841216,109524060,154568580,168016450,155242640,4617729,18052648,22208642,21841032,21259680,42411424,37250828,29000412,18060244,12078438,6390259,1468917,96245,628,3.10E-06,0
Iran,IRN,2007,999.07385,Iran,72319420,1178227,5546444,17174040,34874800,51724684,55145196,50116116,1133737,4368217,5226209,6401387,8566120,16825516,10680499,8211989,5730515,3043182,1623573,437471,26332,184,1.38E-05,4
Iraq,IRQ,2007,243.83777,Iraq,28660888,927262,4427926,12040506,17721482,15738848,16620326,14697344,902903,3500664,4016573,3596007,3076963,4867907,3703854,2201559,1413854,833368,405303,108999,8519,56,8.51E-06,0
Ireland,IRL,2007,112.17092,Ireland,4359841,67385,312250,884411,1539811,3009847,3475185,3302455,62399,244865,296665,275496,289419,763501,697366,583468,476758,338836,210102,101267,14468,245,2.57E-05,1
Israel,ISR,2007,135.56346,Israel,6952007,141381,694263,1913803,3037332,4341856,5037396,4697705,139038,552882,642274,577266,562106,1099882,968531,766718,699817,434174,313552,164868,27748,808,1.95E-05,1
Italy,ITA,2007,1005.7119,Italy,58778480,558803,2780701,8283471,14229831,38659590,50485160,48731210,556458,2221898,2736828,2765942,2919603,6590786,9158862,9037105,7599216,6674273,5343672,2693696,467945,9853,1.71E-05,4
Japan,JPN,2007,2798.9749,Japan,128006424,1099135,5477979,17234676,30479708,82686200,110720660,107084530,1078446,4378844,5812865,5943833,6228351,14890070,18882288,15805254,18422862,16336949,12691626,6123860,1339398,51093,2.19E-05,1
Kazakhstan,KAZ,2007,138.73294,Kazakhstan,16006138,319435,1398548,3871589,6988601,10936959,12134452,11213969,296788,1079113,1157411,1315630,1580094,2828653,2320334,2206717,1618513,888903,539242,141805,10191,97,8.67E-06,0
Kuwait,KWT,2007,204.98569,Kuwait,2506774,51642,224583,603838,1029093,1859930,1902932,1799444,48267,172941,196904,182351,181147,554953,576118,358007,156226,52450,18262,5282,487,4,8.18E-05,5
Latvia,LVA,2007,20.558056,Latvia,2176059,21712,104045,309116,634300,1474473,1866771,1776430,21195,82333,96568,108503,156850,313235,297114,312067,280613,241795,184900,71211,8986,172,9.45E-06,0
Lithuania,LTU,2007,32.608067,Lithuania,3272416,29968,146257,514048,1000870,2199605,2757935,2607245,29491,116289,163550,204241,252250,441463,448062,494559,397450,335761,272288,102447,13655,433,9.96E-06,4
Lower-middle-income countries,,2007,4895.38,Lower-middle-income countries,2771698400,67023920,325062900,927579400,1473119100,1711922300,1844095000,1672418200,65394188,258038990,307735420,294781060,282753200,495292500,380156100,290564200,198861060,115879830,61640772,17367358,1579982,23986,1.77E-06,0
Luxembourg,LUX,2007,34.57503,Luxembourg,479877,5493,28007,87554,144181,325243,392285,375108,5539,22514,29433,30114,28248,60813,75250,78333,60239,41545,31864,14003,1990,38,7.20E-05,5
Malaysia,MYS,2007,373.591,Malaysia,27092604,516880.97,2616712,8131555,13575443,17669006,18960480,17291616,520775.03,2099831,2723279,2791564,2777518,4970005,3841340,3213149,2188798,1183541,560673,198601,26854,570,1.38E-05,4
Mexico,MEX,2007,1236.413,Mexico,108302980,2252995,11323923,33776732,54237384,68190850,74512410,67965810,2255855,9070928,11294000,11158808,10698346,18729028,15950533,12142925,7966944,4861889,2806487,1123986,232265,13838,1.14E-05,4
Morocco,MAR,2007,115.9952,Morocco,31232634,643779,3127489,9381292,15738012,20329422,21851272,19886446,632391,2483710,3080664,3173139,3250053,5865132,4514180,3579970,2362702,1359235,735069,177021,7910,71,3.71E-06,0
Netherlands,NLD,2007,583.52014,Netherlands,16391232,182640,953220,2942237,4920875,11058088,13447570,12841978,185570,770580,1010476,978541,1001937,1970652,2335055,2552016,2237897,1676421,1067176,526267,80149,1425,3.56E-05,6
New Zealand,NZL,2007,86.19111,New Zealand,4221495,61947,293360,891643,1497021,2807241,3329459,3136503,59338,231413,291609,306674,315787,554101,593090,631828,513977,360230,226295,115329,18822,393,2.04E-05,1
North Macedonia,MKD,2007,12.207571,North Macedonia,2083494,22785,120176,410001,740556,1445667,1673470,1577511,22593,97391,136798,153027,162175,331471,297876,296715,263975,174526,112620,31863,2249,23,5.86E-06,0
Norway,NOR,2007,119.56424,Norway,4709582,58685,291839,906766,1500248,3113342,3802262,3611264,58632,233154,300616,314311,311937,574180,685486,668801,603164,454457,286414,185886,31937,554,2.54E-05,1
Oman,OMN,2007,50.930866,Oman,2605706,57798,269965,791876,1405013,1747274,1813820,1641858,55663,212167,255509,266402,292099,614811,421583,253286,129715,62701,28854,9734,1037,10,1.95E-05,1
Pakistan,PAK,2007,227.31567,Pakistan,181924530,5527354,26266476,73325270,111109220,102020264,108599210,95876056,5281200,20739120,24407508,22651288,20595144,30896556,20696292,15833314,10288415,6473750,3027158,747520,41062,46,1.25E-06,0
Peru,PER,2007,84.94668,Peru,28600380,621531,3035207,8860567,14405569,17900304,19738002,17995310,616678,2413676,2909663,2915697,2876736,5064438,4063815,3018513,2132776,1346565,819886,348414,66859,1811,2.97E-06,0
Philippines,PHL,2007,165.95963,Philippines,89561380,2309479,11149940,32072306,49290116,53838510,57488228,51725180,2249468,8840461,10708273,10214093,9296301,15225464,12159559,9213238,6080738,3283511,1634679,519469,75268,845,1.85E-06,0
Poland,POL,2007,301.80173,Poland,38521868,394704,1851474,6039613,11995159,27357538,32480292,30868560,378516,1456770,1911522,2276617,2746438,6399897,5432843,5322171,5768038,3170013,2534396,999980,106517,1961,7.83E-06,0
Portugal,PRT,2007,171.77954,Portugal,10565547,103557,537242,1650388,2874897,7033479,8914139,8566176,106585,433685,559463,553683,581624,1395723,1615312,1525471,1341102,1090829,891224,413850,59004,1020,1.63E-05,4
